ebay                      3 2904153                    
ebbe                      5 2904531                    
ebben                     36 2804403                   
ebbol                     25 2577435                   
ebbõl                     2 2442447                    
ebgi                      2 2886513                    
ebicom                    5 1752786                    
ebrd                      7 2895249                    
ebredj                    2 1169007                    
ebredo                    2 1168461                    
ebtech                    3 5210289                    
ebullición                1 1999158                    
eburg                     4 2163609                    
ebytem                    3 349629                     
ec                        9 212940                     
ecc                       5 2537703                    
eccentricities            2 4836174                    
ecclesiastics             1 5464494                    
ece                       7 2537556                    
ecentral                  2 3897915                    
ecf                       4 2537472                    
echelon                   2 5390406                    
echo                      5 2823639                    
echonyc                   4 4217451                    
eci                       2 2537430                    
ecip                      2 2824395                    
eckart                    5 1666623                    
eckerd                    3 1731471                    
eckert                    4 1732101                    
eckhardt                  8 352506                     
eclec                     3 1682604                    
eclipse                   7 2112747                    
ecm                       2 2537388                    
ecmwf                     5 1687203                    
ecn                       6 2538249                    
ecnet                     2 1644783                    
eco                       2 2538207                    
ecole                     1 1661646                    
ecological                9 722316                     
ecology                   105 1608138                  
econ                      6 2823051                    
econbus                   2 2842392                    
econometric               2 3700368                    
econometrics              3 285768                     
economia                  2 2154831                    
economic                  89 2155314                   
economical                2 4941153                    
economically              6 3131415                    
economics                 114 4071312                  
economies                 7 4074252                    
economist                 3 4108818                    
economists                8 4633020                    
economy                   53 193515                    
economyand                2 2904489                    
economía                  3 1720593                    
económica                 2 1689702                    
económico                 3 1689576                    
ecos                      1 2827776                    
ecosoft                   2 3675063                    
ecosystem                 4 3219195                    
ecosystems                2 767634                     
ecp                       4 2538123                    
ecs                       4 2538039                    
ecsanet                   2 5588646                    
ecse                      2 2831367                    
ecsis                     4 4110120                    
ecst                      5 2828385                    
ecstasy                   2 5575353                    
ect                       4 2537955                    
ecu                       6 2537829                    
ecua                      4 2825046                    
ecuador                   11 1665951                   
ecuadorian                1 1991619                    
ecuatoriano               2 2287215                    
ed                        18 213129                    
eda                       2 2536611                    
edaco                     3 4350066                    
edb                       3 2536653                    
edc                       5 2536464                    
edcoe                     3 4408005                    
eddig                     27 4412520                   
eddigi                    11 4061358                   
eddigieknel               2 3198573                    
eddsz                     1 3840207                    
eden                      7 2859045                    
edenbbs                   2 1673343                    
edenpr                    2 1594005                    
edes                      2 2858919                    
edf                       2 2536569                    
edgar                     19 3879687                   
edge                      20 2859339                   
edgemont                  1 602112                     
edible                    2 1539615                    
edina                     1 3912447                    
edinboro                  4 3227112                    
edinburgh                 3 3508386                    
edit                      3 2844450                    
edited                    6 4992498                    
edith                     3 3903354                    
editing                   3 3201471                    
edition                   11 3201030                   
editor                    34 4988172                   
editorial                 9 5372577                    
editorials                2 980217                     
editors                   9 1719459                    
edmonds                   2 5390301                    
edmondson                 2 1759821                    
edmonton                  5 1945461                    
edmund                    4 4091031                    
edn                       2 2536338                    
edna                      2 2843652                    
ednet                     5 3962721                    
edp                       4 2537115                    
edpsych                   2 350007                     
eds                       7 2536863                    
edsa                      2 2852010                    
edsc                      2 2851968                    
edsdrd                    2 4238598                    
edsup                     4 4086558                    
edt                       3 2536800                    
eduard                    3 5565567                    
eduardo                   4 1192191                    
educ                      6 2847789                    
educate                   6 1684557                    
educated                  6 567693                     
educating                 8 3888801                    
education                 142 3885441                  
educational               56 3446394                   
educator                  6 581112                     
educators                 3 3844260                    
educom                    2 5530749                    
edumaster                 2 597996                     
edu                       1 2847096                    
edward                    7 1190868                    
edwards                   21 3281565                   
edwin                     1 3530415                    
ee                        9 220122                     
eec                       2 2535771                    
eece                      2 2974965                    
eecom                     3 3740184                    
eecs                      5 2975259                    
eee                       5 2535939                    
eeee                      39 2979228                   
eeeeeee                   39 4460148                   
eel                       3 2535708                    
eeng                      4 2968098                    
eeo                       1 2535687                    
eeoc                      3 2968665                    
eerc                      4 2972382                    
eese                      2 2972760                    
efd                       3 2535267                    
efectiva                  3 5047896                    
efectivo                  2 5048442                    
efecto                    4 5154765                    
efectos                   1 4794363                    
efectuado                 2 3212622                    
efectúa                   2 4671660                    
eff                       2 2535393                    
effect                    83 4507251                   
effected                  4 1671537                    
effecting                 7 5113500                    
effective                 53 5117280                   
effectively               18 3443601                   
effectiveness             36 3221421                   
effector                  2 1677228                    
effects                   83 5311194                   
effele                    2 4502799                    
efficacy                  6 331653                     
efficiency                25 3848607                   
efficient                 17 1537515                   
efficiently               2 1046745                    
effingham                 2 3840039                    
effort                    30 4805997                   
efforts                   62 3990714                   
efi                       5 2534994                    
eficiente                 2 420294                     
efluentes                 1 181839                     
efn                       5 2535120                    
eforie                    1 3680334                    
efp                       2 2535225                    
efrei                     2 5067426                    
egalitarian               3 4990335                    
egerszegi                 4 4085277                    
egesz                     30 5010579                   
egesze                    3 534324                     
egeszeben                 11 2351895                   
egeszen                   14 1913184                   
egeszet                   7 1913478                    
egeszre                   2 1902264                    
egeszsegbiztositas        2 4617795                    
egeszsegbiztositasi       8 915159                     
egeszsegbiztosito         3 4338243                    
egeszseges                4 4403196                    
egeszsegesen              2 4820865                    
egeszsegi                 4 5159658                    
egeszsegugy               4 4618593                    
egeszsegugyben            5 5206320                    
egeszsegugyet             1 736575                     
egeszsegugyi              15 986328                    
egeszsegvedelmi           2 330666                     
egetoen                   2 3977988                    
egg                       7 2453367                    
egis                      1 2927148                    
eglin                     5 4897032                    
ego                       2 2453010                    
egocentricity             1 721434                     
egr                       5 2454081                    
egresos                   3 2413467                    
egri                      3 2919588                    
egvilagon                 2 4243071                    
egy                       41 2454312                   
egyaltalaban              2 1207668                    
egyaltalan                17 3271149                   
egyaltalannem             2 91644                      
egyarant                  14 2719101                   
egyaránt                  2 2311680                    
egyar�nt                  1 1434489                    
egybegyult                2 374451                     
egybehangzoan             2 1063377                    
egyben                    11 1947225                   
egyeb                     23 4672122                   
egyebek                   6 1739094                    
egyebkent                 22 4751187                   
egyedi                    4 2022300                    
egyedul                   13 1880949                   
egyedulallo               2 3139626                    
egyedulalloan             2 4803015                    
egyedül                   2 1654842                    
egyelore                  11 4789197                   
egyenek                   1 1730610                    
egyenes                   5 1730463                    
egyenesben                2 909489                     
egyenesen                 4 1863015                    
egyeni                    9 2020074                    
egyenileg                 3 1571892                    
egyenjoguak               2 4836132                    
egyenkent                 3 5438391                    
egyenlege                 1 3636444                    
egyenlo                   3 1670025                    
egyenloseg                2 4099116                    
egyenrangu                3 1549821                    
egyenruhak                1 3985926                    
egyensuly                 2 5532513                    
egyensulyat               5 3441186                    
egyertelmu                7 1596504                    
egyertelmuen              10 5298300                   
egyertelmuve              3 5328540                    
egyes                     27 4670778                   
egyesek                   5 2117451                    
egyesiteni                2 4937142                    
egyesules                 5 1409751                    
egyesulet                 7 1409856                    
egyesuletenek             2 1612254                    
egyesult                  16 4880883                   
egyesületek               1 3487596                    
egyesült                  1 2266887                    
egyet                     20 4670358                   
egyetem                   10 2099832                   
egyetemben                2 1701399                    
egyetemek                 5 593271                     
egyetemeken               3 3706038                    
egyetemekrol              2 359268                     
egyetemen                 6 593061                     
egyetemes                 5 592956                     
egyetemi                  18 4502925                   
egyetemista               3 327684                     
egyetemre                 2 578361                     
egyetert                  9 4568214                    
egyetertek                2 5370498                    
egyetertenek              5 5021898                    
egyetertes                8 5370330                    
egyetertesben             2 2599380                    
egyetertett               4 758163                     
egyetertettek             3 3891699                    
egyetertettekabban        2 951342                     
egyetlen                  32 5574681                   
egyeves                   2 2265144                    
egyezmeny                 3 3362751                    
egyezmenyt                4 1606059                    
egyezseg                  3 494760                     
egyezseget                2 3135006                    
egyeztetes                3 2675463                    
egyeztetett               2 4454835                    
egyeztetnek               2 4900203                    
egyezteto                 5 1089165                    
egyeztetotargyalasok      1 5279232                    
egyfajta                  8 1655598                    
egyfelol                  1 1280538                    
egyforma                  2 402780                     
egyforman                 2 4383498                    
egyharmad                 2 1827168                    
egyharmada                2 2566074                    
egyharmadat               3 2305107                    
egyhaz                    11 2080995                   
egyhazak                  7 5527977                    
egyhazakrol               1 826224                     
egyhazat                  2 5527872                    
egyhazgyalazas            2 2919063                    
egyhazi                   14 3772125                   
egyházak                  1 3711183                    
egyidejuleg               8 5152644                    
egyid�ben                 1 876981                     
egyik                     38 4669329                   
egyike                    8 2672754                    
egyikenek                 3 1086540                    
egykor                    6 2599842                    
egykori                   16 5565777                   
egymas                    14 2820342                   
egymashoz                 3 3117198                    
egymasnak                 9 2990757                    
egymasra                  3 1601439                    
egymassal                 10 4218081                   
egymast                   12 1341312                   
egymastol                 3 4203234                    
egymilliard               8 4084983                    
egymillio                 6 2013963                    
egymást                   2 4194708                    
egynapos                  3 5521026                    
egynegyed                 2 4863978                    
egyoldalu                 2 5541879                    
egyoldaluan               2 4190340                    
egyolyan                  2 1746906                    
egypt                     9 4665108                    
egyptian                  6 2503935                    
egyre                     28 4661664                   
egyreszt                  10 1209474                   
egyseg                    2 2332218                    
egysege                   2 4664940                    
egysegek                  2 4376568                    
egysegert                 1 3431043                    
egyseges                  10 4376673                   
egysegesen                3 3656352                    
egyseget                  4 4376883                    
egysegpart                3 2921604                    
egyszazalekos             2 2071545                    
egyszemelyes              2 368760                     
egyszer                   30 5072508                   
egyszeri                  4 4419051                    
egyszerre                 11 5098653                   
egyszersmind              2 3521784                    
egyszeru                  13 4418652                   
egyszeruen                17 2466324                   
egyszerûen                2 5225010                    
egységes                  1 4721598                    
egys�g                    1 3671514                    
egyutt                    24 2546859                   
egyuttal                  8 1823010                    
egyuttes                  6 1827714                    
egyuttesen                3 3280725                    
egyuttmukodes             11 5496624                   
egyuttmukodesben          3 1587180                    
egyuttmukodese            2 2728761                    
egyuttmukodesen           2 768537                     
egyuttmukodesenek         3 4583061                    
egyuttmukodeset           2 768369                     
egyuttmukodesi            10 2729748                   
egyuttmukodesnek          2 2972991                    
egyuttmukodesre           3 776244                     
egyuttmukodesrol          2 2867067                    
egyuttmukodest            7 2729958                    
egyuttmukodesuk           1 186858                     
egyuttmukodesuket         2 3184524                    
egyuttmukodnek            2 2067954                    
egyuttmukodni             4 5478543                    
egyuttmukodve             3 5469177                    
egyébként                 2 1367604                    
egyúttal                  2 2146641                    
együtt                    2 5190423                    
együttmûködni             1 3692598                    
együttmûködés             1 3633336                    
együttmûködésre           1 1614564                    
egzisztencialis           2 4962930                    
egész                     3 3558681                    
egészen                   1 3577203                    
eg�sz                     1 3862383                    
eg�szen                   1 2512965                    
eh                        29 219387                    
ehelyett                  3 2897391                    
ehes                      4 2956002                    
ehezo                     3 5391687                    
ehhez                     24 5363295                   
ehhs                      5 2953146                    
ehime                     2 5598642                    
ehnr                      2 2949156                    
ehp                       2 2455173                    
ehs                       3 2455446                    
ehsg                      3 2947812                    
ei                        11 220479                    
eia                       2 2455404                    
eiccd                     3 4823154                    
eid                       5 2455782                    
eielson                   2 3677247                    
eigenen                   1 4263777                    
eigenmann                 5 1174383                    
eighteenth                5 4653579                    
eighth                    2 5251848                    
eik                       4 2455698                    
eilberg                   6 2080365                    
eiler                     1 4974165                    
eindhoven                 2 2954343                    
eine                      1 1756755                    
einem                     1 5005854                    
einet                     4 5005728                    
einev                     2 5005812                    
einstein                  2 4265877                    
eireann                   3 3641967                    
eirenet                   3 3415167                    
eis                       4 2455614                    
eisenhower                3 1039143                    
eiu                       6 2456559                    
ejack                     2 4710531                    
ejecución                 2 4076940                    
ejecutivo                 4 3586737                    
ejecutivos                3 622923                     
ejemplo                   2 3081708                    
ejercer                   2 5554248                    
ejercicio                 9 2576469                    
ejercicios                5 2766057                    
ejjel                     5 4123329                    
ejnye                     3 4305126                    
ejszakai                  5 4951254                    
ejtenek                   1 740985                     
ek                        3 220416                     
ekber                     1 4007724                    
ekezet                    2 901110                     
ekho                      6 1800897                    
ekkent                    2 4228938                    
ekkor                     10 3516177                   
ekkora                    7 3408489                    
eklektia                  3 4341645                    
ekozben                   5 5181414                    
ekroth                    1 3854088                    
eku                       4 2448726                    
ekx                       5 2448831                    
ela                       3 2448936                    
elaboración               2 5437236                    
elaborate                 3 4139562                    
elaboration               2 2042334                    
eladasa                   2 1525545                    
eladasaval                2 4125198                    
eladhatatlan              2 3869334                    
eladja                    2 201747                     
eladni                    8 182343                     
eladosodas                4 5528523                    
eladosodott               2 4997370                    
eladott                   2 1011339                    
eladta                    2 183708                     
elaión                    2 2870070                    
elall                     2 3254769                    
elan                      4 1805328                    
elarulasa                 2 3254097                    
elasva                    2 3025449                    
elbanast                  2 4251009                    
elbbs                     2 3305505                    
elbiralast                2 1056909                    
elbocsatani               3 5157747                    
elbocsatas                2 4971666                    
elbocsatasa               3 5163984                    
elbocsatasok              1 484890                     
elbocsatasokra            1 3368442                    
elbow                     3 3304854                    
elcsatolt                 1 4740078                    
eldec                     2 3337278                    
elder                     8 3346959                    
elderly                   20 719040                    
eldobta                   2 682542                     
eldon                     1 3351306                    
eldonteni                 2 2358636                    
eldontotte                3 5107683                    
ele                       24 2449083                   
eleanor                   6 1435476                    
elebe                     3 3326631                    
elec                      3 1808667                    
elect                     7 3322095                    
elected                   20 5400129                   
election                  37 5375223                   
elections                 28 1267833                   
elective                  2 5370540                    
electoral                 20 2057244                   
electorate                4 5002368                    
electric                  18 5514936                   
electrical                13 4633818                   
electriciti               5 5428290                    
electricity               6 5428521                    
electro                   2 5428899                    
electrocution             1 3861627                    
electromagnetic           3 4840017                    
electronic                25 3504564                   
electronically            4 969675                     
electronics               7 4941216                    
electronikus              1 499527                     
electrotex                5 3706101                    
electrum                  4 5507628                    
eleg                      23 1808184                   
elegedetlen               3 3830967                    
elegedetlenseg            1 1626030                    
elegedett                 3 4291812                    
elegedettek               2 4281753                    
elegedetten               2 4281795                    
elegendo                  9 5282949                    
elegendõ                  3 5269656                    
eleget                    8 3221253                    
elegge                    3 3225264                    
elegido                   2 4408110                    
elegseges                 2 3541566                    
elegyedni                 1 2166339                    
eleinte                   3 5554290                    
eleje                     2 3329865                    
elejeig                   2 4854948                    
elejen                    13 3423189                   
elejet                    2 3423462                    
elejetol                  3 3540684                    
eleji                     2 3329718                    
elek                      3 1808100                    
elektronikai              2 4874457                    
elektronikus              11 4855536                   
elelmes                   2 727083                     
elelmiszerre              2 2020494                    
elelmiszert               3 2580144                    
elem                      3 1808037                    
eleme                     2 3327681                    
elemei                    3 3328815                    
elemek                    2 3328773                    
elemeket                  1 1067850                    
element                   17 2576994                   
elemental                 2 1506267                    
elementary                17 5342463                   
elements                  44 1398033                   
elemer                    14 3328479                   
elemet                    4 3328395                    
elemezve                  2 1532307                    
elemi                     3 3327429                    
elemzes                   4 2939223                    
elemzese                  2 3862320                    
elemzeseben               2 1176609                    
elemzesek                 2 318087                     
elemzi                    2 3316362                    
elemzo                    5 3326694                    
elemzok                   3 2947686                    
elen                      10 1807827                   
elenchus                  1 1635501                    
elenekelteteseert         1 2135028                    
elenekleset               1 2720739                    
elenekli                  1 3364725                    
elengedhetetlen           3 1476972                    
elenk                     2 3327912                    
elenkitesere              1 3302334                    
elere                     3 3334233                    
elereset                  2 5245779                    
eleresi                   2 5259009                    
elerhetetlen              2 4616304                    
elerhetetlenne            1 4857846                    
elerheti                  4 797139                     
elerheto                  5 797454                     
eleri                     3 3334170                    
elerik                    2 5386332                    
elerni                    9 5376000                    
elero                     2 3334443                    
elerol                    2 5376777                    
elert                     2 3334569                    
elerte                    5 5379297                    
elertek                   2 4758369                    
eles                      10 1807470                   
elesedo                   1 4463256                    
elesen                    6 5367558                    
elesettseget              1 751968                     
elet                      25 1806777                   
eletbe                    7 5352291                    
eletben                   4 1008378                    
eletbol                   1 1011150                    
elete                     4 3330390                    
eletebe                   3 1058778                    
eleteben                  2 2924502                    
eletem                    2 5346957                    
eletenek                  3 2306913                    
eletet                    9 5349036                    
eletfogytiglani           2 4174527                    
eletmento                 4 609105                     
eletmod                   1 898842                     
eletmodot                 1 4786320                    
eletre                    4 5343177                    
eletrol                   2 991998                     
eletszinvonal             6 5532744                    
eletuk                    2 5342379                    
eletuket                  4 1521492                    
eletunk                   4 718284                     
eletunket                 2 2966796                    
eletveszelyes             4 2266152                    
elevado                   2 2923389                    
elevation                 4 3895290                    
elevations                3 3621093                    
eleve                     2 3332049                    
eleven                    6 5455548                    
elf                       2 2449041                    
elfedi                    2 5077149                    
elfelejteni               1 556395                     
elfelejtette              3 3828363                    
elfelejti                 3 5149515                    
elfogadas                 2 3015894                    
elfogadasa                5 1588692                    
elfogadasaig              1 5332446                    
elfogadasat               6 423549                     
elfogadasaval             3 4469031                    
elfogadhatatlan           10 1090992                   
elfogadhatatlannak        10 517293                    
elfogadhato               5 2204643                    
elfogadja                 7 3004638                    
elfogadjak                2 1748817                    
elfogadna                 2 2989413                    
elfogadni                 3 2987859                    
elfogadott                14 1884057                   
elfogadta                 9 2978955                    
elfogadtak                2 1988574                    
elfogadtatni              3 4214154                    
elfoglalja                2 5198487                    
elfoglalva                2 5191116                    
elfogtak                  1 2045841                    
elfogyott                 2 621264                     
elftars                   3 5260500                    
elftarsak                 3 3361764                    
elftarsaknak              1 4951443                    
elgazosito                1 4246221                    
elgin                     2 3361512                    
elgondolkodtato           2 3986997                    
elhalasztotta             2 968772                     
elhallgatja               5 1169490                    
elhallgatni               2 1171779                    
elhallgattatott           1 2851611                    
elhamarkodott             2 490644                     
elhangzanak               2 531867                     
elhangzott                16 323022                    
elhangzottakat            2 4268250                    
elhanyagolhato            2 1167369                    
elharitasara              2 4449816                    
elhatarolodni             1 4430601                    
elhatarozott              2 5247354                    
elhatarozta               2 681009                     
elhataroztak              2 5324466                    
elhelyezni                2 2070726                    
elhet                     1 3412374                    
elhibazottnak             2 5068539                    
elhinni                   2 614103                     
elhiresult                2 4978323                    
elhiszed                  2 4705848                    
elhiszem                  2 4707507                    
elhiszi                   3 498456                     
elhitték                  2 5190318                    
elhunyt                   3 4801041                    
elhurcoltak               1 936789                     
eli                       1 2449587                    
elidegenedese             1 4084815                    
elie                      2 1783992                    
eligibility               10 2252838                   
eligible                  9 1982148                    
elim                      3 1783740                    
eliminación               3 3826053                    
eliminate                 14 3975090                   
eliminated                4 1300929                    
eliminates                1 1300782                    
eliminating               10 4043655                   
elimination               11 4042815                   
elinditani                2 2989455                    
elinditasat               2 4657821                    
elinditott                2 3114951                    
elink                     5 3394104                    
eliot                     9 3408636                    
elisa                     1 3409161                    
elismerem                 2 3041976                    
elismerese                3 4477851                    
elismereset               2 3130113                    
elismeri                  5 5360271                    
elismerik                 2 3047268                    
elismerni                 3 3045063                    
elismert                  8 5360376                    
elismerte                 5 3072300                    
elit                      10 1784370                   
elite                     13 3406662                   
elitelik                  1 1364832                    
elitelni                  1 1357566                    
elitelo                   2 445914                     
elitelt                   2 445872                     
elites                    2 703206                     
elitism                   2 520569                     
elitnek                   3 597219                     
elittol                   1 725928                     
elizabeth                 6 3741591                    
elizabethan               5 2056740                    
elizabethton              3 3562902                    
eljaras                   8 1693650                    
eljarasra                 1 1893528                    
eljarast                  3 2263674                    
eljarni                   2 1636782                    
eljatszotta               2 5229798                    
eljen                     6 3453576                    
eljon                     2 3445806                    
eljott                    3 2545767                    
eljuthat                  2 3147396                    
eljuttatni                2 3459603                    
eljött                    1 5328645                    
elk                       4 2449713                    
elka                      3 1784895                    
elkell                    2 1763895                    
elkepeszto                10 4762254                   
elkepesztoen              1 503601                     
elkepzeles                6 998466                     
elkepzelesei              5 4379298                    
elkepzelesek              4 4379487                    
elkepzeleseket            2 1213254                    
elkepzeleset              2 4379088                    
elkepzelessel             1 2220687                    
elkepzelhetetlen          4 390348                     
elkepzelheto              5 5061609                    
elkepzelhetonek           3 372141                     
elkerulese                3 3167493                    
elkerulhetetlen           5 3010896                    
elkerulhetetlennek        2 4997202                    
elkerulni                 3 1795857                    
elkeserito                2 4148970                    
elkesett                  2 678048                     
elkeszitesenek            2 2076753                    
elkeszult                 3 4114572                    
elkezdodott               2 3005016                    
elkezdtek                 1 3226608                    
elkhart                   2 1870554                    
elkhorn                   2 3099453                    
elkobzott                 3 498582                     
elkotelezettseguket       2 4440660                    
elkotyavetyeltek          3 1368780                    
elkovetesere              2 5464284                    
elkovetett                12 4742220                   
elkovetkezendo            1 787647                     
elkovetkezo               3 1673238                    
elkvalley                 2 4121418                    
elképesztõ                1 3813516                    
elképzelhetõ              2 5074671                    
elképzelni                1 4268901                    
ella                      2 1785168                    
ellas                     2 3440409                    
ellatas                   5 4888170                    
ellatasa                  2 501942                     
ellatasi                  1 501984                     
ellatast                  3 501774                     
ellatni                   6 4880337                    
ellato                    2 2088849                    
ellatogatott              2 4111212                    
ellehetetlenitese         2 1705053                    
ellehetetlenitesevel      1 1401540                    
ellen                     39 3176208                   
ellenallas                3 3800727                    
ellenben                  2 4672038                    
ellene                    9 3917214                    
elleneben                 3 5213460                    
ellenem                   2 2710554                    
ellenerdeku               2 1691508                    
ellenere                  27 4464390                   
ellenerteket              1 3699339                    
ellenervekkel             1 2982252                    
ellenes                   3 2711457                    
ellenfeleit               3 3374574                    
ellenfelet                2 187866                     
elleni                    27 3917550                   
ellenkezo                 9 945399                     
ellenkezoje               2 2870742                    
ellenkezojere             2 1679643                    
ellenkezojet              4 5496036                    
ellenkezoleg              3 5530119                    
ellenorizhetetlen         2 4139814                    
ellenorizte               2 811881                     
ellenorizzek              2 971859                     
ellenorzes                2 2544255                    
ellenorzesi               2 3811983                    
ellenorzest               2 3811941                    
ellenorzik                2 2562063                    
ellenorzo                 2 4075869                    
ellensburg                3 4804086                    
ellenseg                  4 1308636                    
ellensege                 2 1187004                    
ellensegei                3 3187296                    
ellenseges                5 3186666                    
ellent                    2 3917046                    
ellentet                  2 1271697                    
ellentetben               10 2904237                   
ellentetek                2 4371465                    
ellentetes                7 4372662                    
ellentmondanak            3 4231542                    
ellentmondasos            2 4381608                    
ellentmondo               1 869904                     
ellentétek                2 1589658                    
ellenunk                  7 1534029                    
ellenvelemenyek           2 534282                     
ellenzek                  18 1462965                   
ellenzekben               2 3508302                    
ellenzeke                 1 4124736                    
ellenzeket                2 4104618                    
ellenzeki                 24 4124085                   
ellenzekiek               3 3697428                    
ellenzekinek              2 1758162                    
ellenzekisajto            1 2215878                    
ellenzekkel               2 2683422                    
ellenzeknek               2 2568657                    
ellenzi                   9 2700621                    
ellenzik                  2 1443729                    
ellenzo                   5 2703477                    
